# Backoff Power Limit Table (unit is 1 dBm, resolution level is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,,,,,,,,RU26,,,,,,,,,,,,,,,,,,,,RU52,,,,,,,,,,,,,,,,,,,,RU106,,,,,,,,,,,,,,,,,,,
,BF OFF,,,,BF OFF,,,,BF ON,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,,BF OFF,,,,,,,,,,BF ON,,,,,,,,,
Ch84,30,30,30,30,19.5,16.5,30,30,16.5,30,30,19,16,30,30,19,30,30,30,30,30,16,30,30,19,30,30,30,30,30,19.5,16.5,30,30,19.5,30,30,30,30,30,16.5,30,30,19.5,30,30,30,30,30,19.5,16.5,30,30,19.5,30,30,30,30,30,16.5,30,30,19.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30
Ch88,30,30,30,30,19.5,16.5,30,30,16.5,30,30,19,16,30,30,19,30,30,30,30,30,16,30,30,19,30,30,30,30,30,19.5,16.5,30,30,19.5,30,30,30,30,30,16.5,30,30,19.5,30,30,30,30,30,19.5,16.5,30,30,19.5,30,30,30,30,30,16.5,30,30,19.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30
Ch92,30,30,30,30,19.5,16.5,30,30,16.5,30,30,19,16,30,30,19,30,30,30,30,30,16,30,30,19,30,30,30,30,30,19.5,16.5,30,30,19.5,30,30,30,30,30,16.5,30,30,19.5,30,30,30,30,30,19.5,16.5,30,30,19.5,30,30,30,30,30,16.5,30,30,19.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30
Ch96,30,30,30,30,19.5,16.5,30,30,16.5,30,30,19,16,30,30,19,30,30,30,30,30,16,30,30,19,30,30,30,30,30,19.5,16.5,30,30,19.5,30,30,30,30,30,16.5,30,30,19.5,30,30,30,30,30,19.5,16.5,30,30,19.5,30,30,30,30,30,16.5,30,30,19.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30,19,16,30,30,19,30,30,30,30,30
Ch100,30,30,30,30,26,23,30,30,23,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,22.5,30,30,25.5,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30
Ch104,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch108,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch112,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch116,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch120,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch124,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch128,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch132,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch136,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch140,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch144,30,30,30,30,26,23,30,30,23,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30
Ch149,30,30,30,30,26.5,23.5,30,30,23.5,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,22.5,30,30,25.5,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30,25.5,22.5,30,30,25.5,30,30,30,30,30
Ch153,30,30,30,30,28.5,25.5,30,30,25.5,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,26,23,30,30,26,30,30,30,30,30,23,30,30,26,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,26.5,23.5,30,30,26.5,30,30,30,30,30,26.5,23.5,30,30,26.5,30,30,30,30,30,26.5,23.5,30,30,26.5,30,30,30,30,30,26.5,23.5,30,30,26.5,30,30,30,30,30,26.5,23.5,30,30,26.5,30,30,30,30,30,26.5,23.5,30,30,26.5,30,30,30,30,30
Ch157,30,30,30,30,28.5,25.5,30,30,25.5,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30
Ch161,30,30,30,30,28.5,25.5,30,30,25.5,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30
Ch165,30,30,30,30,28.5,25.5,30,30,25.5,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,24.5,30,30,27.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30,27.5,24.5,30,30,27.5,30,30,30,30,30
Ch169,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Ch173,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Ch177,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Ch181,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
