# SKU Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,RU26,,,,,,,,,,,,RU52,,,,,,,,,,,,RU106,,,,,,,,,,,,RU242,,,,,,,,,,,,RU484,,,,,,,,,,,,RU996,,,,,,,,,,,,RU996X2,,,,,,,,,,,
Band: 2.4G,CCK_1M,CCK_2M,CCK_5.5M,CCK_11M,OFDM_6M,OFDM_9M,OFDM_12M,OFDM_18M,OFDM_24M,OFDM36M,OFDM_48M,OFDM_54M,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,HT40_MCS32,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11
Ch56,17.5,11.5,11,15,19.5,15.5,15,18,14,19.5,10.5,18,15.5,11.5,18.5,13.5,18,11,12.5,19,14,16,21,20,11.5,10.5,17.5,14.5,10.5,12,13,16.5,18.5,14,21,20,19,16,10,15.5,10,15,17,18.5,12,16,18,21,20,18.5,15.5,18.5,18,16.5,19,16,18,12,16.5,21,20,10,13,14,17.5,17,16.5,17.5,17.5,12,15.5,19,19,18,12,14,18.5,15,13,19,13,16.5,12,18,18,18.5,12,10,13,19.5,14.5,19,12.5,16,16.5,13,14,13,14,12,12,19.5,10.5,19.5,14,12.5,15,10,11,16.5,15,18.5,10,16.5,12,16,18.5,11,17.5,10,10.5,12,12.5,12.5,10,12,19,14,10.5,10.5,11.5,11,17,14.5,12,18,14,14.5,13,16,16.5,15.5,14,16,13.5
Ch60,18.5,12,18.5,11,16,15,16.5,19.5,17.5,14,19,18.5,18.5,14,18,18.5,18.5,10,16.5,15.5,18,18,21,20,14.5,18.5,12.5,16.5,13.5,12,14.5,17.5,11,18.5,21,20,11.5,15,11,18,12.5,19,14,15.5,16,15,14,21,20,11,19,11,11,15.5,19,12,15.5,19,19.5,21,20,17,11.5,11,12.5,13,16.5,14,13,12,18.5,18,19.5,10.5,10,10,14.5,13.5,14.5,19.5,14,15,14,12.5,18,15,13,19.5,14,13,19.5,15.5,18,19.5,14,16.5,12,15.5,18.5,17,14,18,12.5,16,19,18,13.5,10,19,11,15,14.5,12.5,18,16,18.5,16.5,13.5,13.5,10.5,17.5,11,16,16,14,12.5,13,15.5,16,16,16,14.5,15.5,12,13.5,13,12.5,10,19,11,18,10.5,16.5,15.5,10
Ch64,14.5,15,12,14.5,18,19,10,18,15,15,11,14.5,17.5,16.5,12.5,15.5,19,19.5,10,16,13,17,21,20,16,12,14,13,11,16.5,18,13,11.5,15,21,20,11,10.5,14.5,19,17,16.5,19.5,17.5,11,14,15,21,20,11.5,11.5,18.5,18,14.5,19,16.5,18,12,12.5,21,20,16.5,15,19.5,18,11,15.5,14,18,13,17,12.5,16.5,15,12,18.5,17,10.5,12.5,11.5,14,10,13.5,10,18,14,18,18,18,18.5,18,12,13,13.5,10,19,15,12.5,10,15,17,17.5,11,12.5,10.5,19.5,17.5,16.5,13.5,15.5,18.5,10,16,13,19.5,17.5,19.5,16.5,19,16.5,11.5,15.5,12,11,13,14,18,14.5,18,12,14.5,10.5,15,13,17.5,17.5,15.5,11.5,12.5,17,15.5,19.5,17,13,16.5
Ch68,11,11.5,13.5,13,14,16.5,17,18.5,12.5,14.5,15,17,12.5,14,15.5,10,10,12,18,12,18,14,21,20,15,10.5,14.5,12,16,16.5,13,10,12.5,11,21,20,15,13.5,14,18,19.5,12.5,14.5,18,11.5,16,14.5,21,20,10.5,18,15.5,14.5,19,11,18.5,14.5,19,16,21,20,13,13,19,15,17,15,10.5,15.5,18,15.5,10.5,11,17.5,12,14.5,18,16,19.5,11,15.5,16.5,15.5,11,14.5,13.5,10,10.5,18.5,18,14,18,10,17,15.5,19.5,16,11.5,11,18,13,15.5,16.5,18,16.5,18,11,12,11,19.5,14,10,11.5,19,18.5,17.5,17,19.5,11,10,11.5,19.5,16,10,13.5,14.5,11.5,13.5,19.5,10,18.5,18,15,18.5,15.5,10,13.5,19,18.5,11.5,16.5,13,11,17.5,18.5
Ch72,15,18,15,10,19.5,15,14,10,11.5,17.5,14.5,18,19.5,19.5,13,11,19,19,16,15,18,17,21,20,16.5,19,10,10,10.5,14.5,17,14.5,18.5,11.5,21,20,18,14,17,17.5,14.5,11,11.5,15.5,12.5,15.5,12.5,21,20,16.5,16.5,19,11,16,16,15.5,10,16,14,21,20,19.5,10.5,16.5,13,10,11,12.5,18,18,13,14,10.5,14,17,13.5,15,15,14.5,17.5,17.5,12.5,10.5,12,15,19.5,14,15.5,14.5,18.5,18.5,10,19,12.5,18,16,18,13,15,10,18,17,15.5,11,13,14.5,19.5,12,17.5,13.5,16,11,10,18.5,11.5,18.5,12.5,14,11.5,17.5,16.5,10,17,16.5,18.5,17.5,13,19.5,19.5,15,11,18,11,13.5,12,18.5,18,12.5,11,11.5,17.5,14,17.5,15,13.5
Ch76,10,10.5,12.5,16,12.5,16,12.5,12.5,15.5,12.5,10,15,16,17,19.5,17,15,13,18,14.5,18,15.5,21,20,17.5,19.5,16.5,11,16,18,17.5,13.5,10,18.5,21,20,15.5,18.5,15.5,13,14.5,15,19.5,15,10.5,11,15,21,20,13.5,15.5,13.5,18.5,13.5,12.5,19.5,15.5,10.5,13,21,20,11,12.5,10.5,11,14,14.5,12.5,13,19,19.5,10,13.5,16.5,15.5,16,10,14,19.5,16.5,16.5,18,11.5,11,15.5,14,18,14.5,12,12.5,15.5,17,18,18.5,11,19,12,13.5,12,10.5,14,10.5,10,10.5,10.5,10,16.5,12.5,19,12.5,11,13,14,15.5,16.5,14.5,19,10,19,10.5,17.5,14.5,17.5,14.5,17,13,18,19,13.5,13,18,18.5,18.5,19,16.5,11.5,10.5,10,17.5,15,15.5,17,12.5,13.5,15.5
Ch80,17.5,12,16,17,11,18,14.5,17,17.5,14,17.5,13.5,11,19,11,17.5,13,14.5,19.5,13.5,16,12,21,20,10,10.5,17,19,12.5,11.5,16.5,16,14.5,17,21,20,13,17.5,17.5,12.5,17,13.5,17,12.5,11,14.5,13.5,21,20,10.5,13,15.5,12.5,10,19.5,15.5,17,17,11,21,20,13.5,14,18,10,18,16.5,14.5,10.5,11.5,10.5,11.5,19,15,15,12.5,16.5,19,11,19.5,19.5,18.5,14,15.5,15.5,11,14,14.5,10.5,13.5,13.5,13,13.5,12,16,11,11.5,17.5,19.5,12.5,14.5,19.5,13,18.5,19.5,17,19.5,13.5,15.5,11,14.5,13.5,10.5,13,13,17,13.5,15,18.5,18,18.5,17.5,17,16,16.5,19.5,18,13.5,19.5,11.5,10,11.5,19.5,17.5,11,12.5,11,15,12,11.5,15,10,14.5,14,15.5
Ch84,16,16.5,12,15,15.5,12,13,15.5,13,11,18,14.5,19.5,18,10,16.5,18.5,16,12.5,17,12,14,21,20,19,13.5,16.5,16.5,18.5,12,19.5,14,15.5,10.5,21,20,11,15.5,15.5,12.5,13,14,14,17,12,19,15,21,20,13,13.5,13,10.5,12.5,13.5,11,12.5,17.5,13,21,20,11,19,14,19.5,11.5,14.5,17,18.5,15,11.5,19,12,12.5,17.5,10,18.5,15.5,15,12,16,14.5,11.5,14.5,17,15,17,11.5,11.5,19.5,10.5,11.5,10.5,10.5,12,15.5,10,13,13.5,15.5,13.5,19.5,16,16,12,16,19.5,10.5,11.5,17.5,17,15.5,12.5,15,19,13.5,12.5,13,11,15.5,17.5,15,14,19,10.5,16.5,16.5,18,15.5,18,11,13.5,19,16,12.5,11,11.5,12,19.5,10,18.5,10.5,19.5,14,11.5
Ch88,18,13,11.5,13.5,18,13,14.5,11.5,13,12.5,15,10.5,11,11,11,18.5,13.5,10.5,15.5,12.5,10.5,13,21,20,10.5,15.5,14.5,11.5,11.5,17.5,16.5,10,13.5,15.5,21,20,13,10.5,13,17,14,18.5,17.5,17,14.5,16.5,10.5,21,20,10,18.5,17.5,15,14,14.5,18,19,16,12.5,21,20,14.5,15,13.5,16.5,11.5,12.5,11,12.5,19,18.5,13.5,19.5,11.5,16.5,11,15,11.5,10,10.5,15.5,15,17.5,18.5,14.5,13.5,13,11.5,11,14.5,11,13.5,17,14,15.5,19.5,14,15,18.5,19,13,15.5,11.5,18,17.5,16,14,18.5,12.5,12.5,12,15.5,16.5,12.5,11,17.5,18.5,19,17,16,10.5,19.5,16,16,17.5,15.5,16.5,17.5,19.5,16,19.5,15.5,14.5,16,16.5,13,17,14,12.5,11.5,16.5,10.5,17.5,15.5,17.5
Ch92,11,12,12.5,15.5,18.5,13.5,11.5,16,12.5,17,18.5,19,16,13,14,18.5,15,13.5,11.5,13,18.5,19,21,20,13.5,16.5,11,18,10.5,16.5,15.5,17.5,14.5,19,21,20,15,19.5,16.5,16,11.5,14.5,11,15.5,13.5,12.5,13,21,20,15,18.5,18.5,10,11,17,11.5,13,10.5,17.5,21,20,14.5,19,11,12.5,19.5,16,17.5,19.5,15.5,11,18,19.5,10,10.5,18.5,13,13,10,16,19,13.5,18,14.5,17,17,19.5,12.5,12.5,19,19.5,17.5,15,12.5,19,18.5,19,12,15,15,18.5,10.5,13,15.5,18,18,17,13.5,11,18.5,13.5,11,15,18.5,18,10,16,16,12,12.5,15,16,15.5,10.5,16.5,10,18.5,14,14,18.5,12,19.5,13.5,17.5,19.5,16,17,11,18.5,11,13.5,16,15.5,16.5,13.5
Ch96,17,10.5,16,10,19,14.5,19,12,16,17.5,11,13,13,12,10,11.5,19,15.5,14.5,10,16.5,14,21,20,12.5,11.5,19.5,15,14.5,12,19.5,15,19.5,12.5,21,20,17.5,12,14,14,14.5,12,17.5,11.5,14,16,16.5,21,20,12,14,13.5,11.5,16,11.5,10,13,10,16,21,20,12,13.5,19.5,13.5,13,15,11.5,11.5,14,18.5,18.5,12.5,12.5,15.5,13,14.5,15,13,16,10.5,19.5,15.5,18.5,10.5,16,18.5,15.5,11.5,16,15,13,11,15.5,18,11.5,13,15,18.5,18.5,18.5,14.5,14.5,18,18,13.5,11.5,16,17,19,15.5,11,19.5,11.5,12.5,12.5,17.5,11.5,19,11.5,17.5,11.5,12,19.5,16,14.5,18.5,10.5,13,19,13,16.5,13.5,19.5,14,19,15.5,12,12.5,14.5,17,11.5,13.5,17,16
Ch100,14,11,17.5,16.5,13,18.5,19,19,13.5,16.5,18.5,11.5,10.5,18.5,19,16.5,19.5,11,14.5,16,16,17.5,21,20,16.5,17.5,14.5,15,18,17,10.5,17.5,17.5,10.5,21,20,16,13,17.5,18.5,19,18.5,15.5,13,14,18,12,21,20,15,13.5,12.5,19.5,15.5,17.5,14,18.5,13.5,14,21,20,18,14,16,13.5,10.5,13.5,14,13,15,18,18,15,12,13.5,14,12,14.5,19,12.5,13.5,14.5,17.5,18,11.5,11.5,15,19,12.5,18,18.5,12,18.5,16,14,12,11.5,15.5,16,18.5,17.5,12.5,17,12.5,11.5,10.5,14.5,12.5,15,18,14.5,17.5,12.5,15.5,15.5,14.5,18,10,17.5,16.5,10,13,15.5,18,10.5,19,15.5,15,16.5,10,14,18,15,13.5,11,12.5,11,14,19,17,18.5,16.5,15.5,16,13
Ch104,10.5,15.5,11,14,14,15,15.5,17,17.5,14.5,13,19.5,15,10,13.5,17.5,17.5,16.5,15,13.5,18.5,11,21,20,11,14,19,18.5,18.5,19.5,17,14,14.5,13,21,20,16.5,12.5,16.5,14,15,13.5,12.5,19,15,16.5,17,21,20,12,11,13,19,14,12,17,19,16,18.5,21,20,15,13.5,10.5,16,14.5,19,15.5,11,19,12.5,14.5,14,15.5,15,17,16,14.5,16.5,15.5,17,16,10.5,19,18.5,18.5,19.5,15.5,17,10,13,13.5,11.5,16.5,10.5,19.5,15.5,18.5,12,17.5,19.5,15.5,12.5,14,19,18.5,11,11,14.5,10,12,15.5,14.5,15.5,13,11,18.5,12.5,15,11,19,16.5,14,19.5,13.5,11.5,18.5,19,19.5,10.5,12,11,16.5,12.5,13,15,18,18,10,11,15.5,15,13.5,15,11.5
Ch108,15.5,19.5,10.5,17.5,14.5,15,13.5,16.5,12,19,16.5,10.5,13,18.5,13.5,13.5,17.5,19.5,15.5,14.5,11,15,21,20,19,18,19.5,14,18.5,16.5,16,14.5,19.5,12,21,20,19.5,16,15.5,19.5,13,16,17.5,17.5,15,17.5,15,21,20,12.5,13,10.5,17,19,19,15.5,11.5,18,19,21,20,14,11.5,13,13,17.5,19.5,18,16,16.5,19,11.5,15.5,14.5,18,14.5,11.5,19.5,15,12,13,18,19,11.5,18.5,18,11,11,15,19.5,12.5,16,14,15,14,17,12,16.5,10,10,16,10.5,17.5,16.5,14,15.5,18,16.5,12,12.5,11.5,19.5,12.5,16,11.5,11.5,13.5,13.5,16.5,12,12.5,17,16,19,18,18,12,13.5,17,11,13,13,13.5,15,12,10.5,16.5,15,14,11.5,13,15.5,11,18,18
Ch112,11.5,13,12.5,11,15.5,14.5,15.5,15.5,16,16.5,18.5,10,19.5,19.5,14.5,18,17.5,17,12.5,12,19,15.5,21,20,11,17.5,17.5,11.5,11.5,18.5,11.5,17,18,11.5,21,20,11,15.5,18,12.5,10,14.5,17.5,14.5,13.5,19,12,21,20,19,19,14,13,10.5,19.5,17.5,13,17.5,10.5,21,20,14,18.5,15.5,12.5,17.5,17,13,17,11,11.5,12,10.5,17,17,11,17,17.5,10.5,19,12.5,15.5,10.5,14.5,13.5,11,11.5,17.5,13,16.5,14,17.5,10.5,16.5,13,12.5,18.5,17,10.5,13,18.5,14,15,13.5,16.5,12,11,13,19,11.5,19,19.5,15.5,16.5,14.5,19,10,11.5,19,18.5,11,14,17,19.5,16.5,13,17,13.5,13,10.5,10,13,13,12.5,16.5,14,12.5,10.5,13.5,12.5,10.5,10,15,19,11.5
Ch116,10,19.5,14.5,10.5,13.5,16.5,13.5,17.5,14.5,15.5,14.5,12.5,15.5,12,17.5,10.5,11,15.5,10,10,18,16.5,21,20,15.5,14.5,19.5,17.5,16,15,19,16,19,15.5,21,20,19,14,10.5,19,17.5,18.5,18,16,11.5,18,14,21,20,10.5,10,11,19.5,18,10.5,15.5,19.5,18,19.5,21,20,14.5,18,16.5,14.5,15,13.5,16.5,15.5,13.5,12.5,11,18,14.5,14,17,13,12.5,19.5,17,19.5,16,19.5,10,18.5,13.5,18,12.5,12,14.5,17,13.5,17,15,16.5,12.5,12.5,11.5,19.5,12.5,15.5,14.5,11.5,19,14.5,19.5,14.5,18.5,18,17.5,10.5,10.5,12,11,14.5,12,16.5,10,14,16.5,18.5,15.5,17,15,17,10.5,13.5,19.5,17.5,17,19,15.5,15.5,17.5,14.5,17.5,14.5,14,19,18,11.5,17,19,17.5,19
Ch120,19,15,19.5,18.5,17.5,12.5,10.5,18,14.5,18.5,15.5,16.5,10.5,12.5,14.5,12.5,19.5,19,13.5,13,15.5,18,21,20,13,12,18.5,11.5,14.5,15,11,18.5,14.5,12,21,20,17.5,14,13,16,11.5,15,10,14,18,16,19.5,21,20,19.5,10.5,17,19.5,14,12.5,14,13,13,18,21,20,11,17,15,18.5,12.5,12,15,15,13.5,14,19,14.5,16,11.5,18,16.5,10.5,14,13,15.5,10.5,15.5,11.5,13.5,17.5,19.5,15,16.5,18,12,15,18,12,18.5,10,11.5,18.5,12.5,12,14,19,14,16.5,18,13,13,19,11.5,16.5,12.5,11,19.5,17.5,14,14.5,10,15.5,18.5,16,15.5,13.5,11.5,10.5,10,17.5,11,19,13.5,15,12,13,18,15,12,16,13,12,17,14,14.5,12.5,10,15.5,12.5
Ch124,10,13,11.5,11.5,15,10,18,14,17.5,18.5,11,19,19,13,13,16.5,17.5,17.5,15,19,17.5,11.5,21,20,11.5,16.5,19.5,14.5,17.5,11,17,11,16.5,16,21,20,14,10.5,12.5,12.5,18,12.5,16,16,15.5,17.5,19.5,21,20,11,17,18,16,16,10.5,14.5,14,14.5,10.5,21,20,11,18.5,16.5,16.5,16.5,16,15,19.5,19.5,17,15,15,17,11.5,17.5,10,14,15,17.5,10,10.5,13,17,12,18.5,15,12.5,12.5,17.5,12,18,10.5,14.5,13.5,19,16,13,16.5,19.5,11.5,11.5,17,19,14,13,14.5,13,13.5,19.5,13.5,13,13.5,17.5,15.5,14,11,19.5,18,17,17,11,16,14,12.5,18.5,11.5,16,18,18,10.5,13,13,16,14.5,11,16,18,17,18,16.5,16.5,14,13,11.5
Ch128,19,18.5,18.5,19.5,14.5,19.5,17.5,16.5,15.5,18.5,18.5,11.5,16.5,13.5,13.5,10.5,16.5,12,16,17,16,16,21,20,10,14.5,14.5,18.5,16.5,11.5,19.5,10,17,10,21,20,15.5,15.5,19,13,11.5,18.5,15.5,18.5,12.5,16,18.5,21,20,14.5,10,18.5,16.5,13,19.5,16,17.5,13.5,13.5,21,20,14,11,17.5,11.5,12,18,18.5,10.5,15.5,18,14,15.5,12,16,14,19.5,13,13.5,18,11.5,19,16.5,17,19.5,17,11.5,11,18,11.5,17.5,13,18.5,18.5,14.5,12.5,13,10.5,11,13.5,11.5,11,13.5,13,10,19.5,10,13,11.5,16.5,13,12.5,12.5,11.5,19,18,13.5,10,19.5,13,16,19,16,16.5,15.5,16.5,16.5,11.5,18,12,11.5,17,14,12.5,18,17,13,11,11.5,16.5,14,12,18,15,12.5
Ch132,14.5,12.5,15.5,10.5,16.5,19,19,18.5,18,15,15.5,13.5,14,12,14.5,12.5,12,12.5,10.5,17.5,10.5,17,21,20,13.5,18.5,16,14,12.5,10,18.5,12,17,14.5,21,20,18,11,10,14.5,17.5,18,17.5,14,14.5,10.5,15,21,20,15,13.5,12,15,13.5,12,17.5,15.5,19,19.5,21,20,15,19,13.5,15,12.5,12,17.5,13,10.5,13,10.5,16,18.5,14,11,11.5,16,10,13.5,11.5,17,12.5,19.5,16.5,18.5,19.5,10.5,17.5,10.5,13.5,14.5,13.5,14,16.5,12.5,19,12,12.5,19,15.5,17.5,12.5,17,19,10,14.5,18.5,14,12.5,17,15.5,11,19.5,19.5,10,11,18.5,19.5,18.5,10,11,17.5,18.5,17.5,12,17.5,11,18.5,10,13.5,18,16.5,19.5,13.5,16.5,10,16,10.5,14,16,11,11,18,11
Ch136,18,10.5,10.5,12.5,19,14,19.5,13,10.5,19,14,15,12.5,12.5,10,19.5,14,14,13,17,17,19,21,20,15,15,13,16,18.5,11.5,15.5,16.5,18,11,21,20,19,16.5,19.5,14.5,10.5,18.5,13,14,10,16.5,15.5,21,20,18,18.5,19,17,11,16.5,16,11.5,12,18.5,21,20,10.5,11.5,12.5,19,17,19.5,18,18,17,16,17,13.5,15.5,11.5,10.5,19.5,12.5,19,12.5,18,14.5,16,19,17.5,12,16.5,19,17,11,11.5,11,17,16,14,11,14.5,15.5,15.5,10,18.5,10,13,16.5,12.5,12,19.5,17.5,18.5,13,15,11.5,18.5,10,16,11.5,17,10.5,11.5,17,11,12,19,11.5,17,12.5,18.5,13,19.5,14.5,15.5,16,14.5,10,13,19.5,14,16,10,12.5,18,17,14,13.5,12.5
Ch140,15,15.5,15.5,14.5,10,14.5,11,14.5,11,13,17,14.5,17,10,19.5,17,12.5,10.5,10.5,13.5,18.5,19,21,20,19.5,18.5,17,11,14.5,19,15,18.5,19.5,10,21,20,17.5,12.5,10.5,17,10.5,15.5,19,11.5,14.5,17.5,19.5,21,20,16,14.5,18.5,13.5,13.5,12.5,10.5,15.5,17.5,10,21,20,13,13.5,16.5,19.5,13,11.5,19,11.5,16,12,19.5,14,19.5,13.5,17,12,19.5,17.5,16,10,19.5,14,18,13,15,14,13.5,19,10,15.5,10.5,12.5,19,18,17,14.5,10.5,11.5,12.5,12,17,10,11.5,14,10,18,12,14,15,17,19.5,14,19.5,19,11.5,18.5,17.5,13.5,10,13.5,15.5,12,17,10,10.5,17.5,16,12.5,19.5,10,16,10.5,18,13,17.5,13,10,15.5,18.5,19,18.5,14.5,11,11
Ch144,13.5,18,12.5,16.5,18,15.5,17,13.5,11,12.5,17,15.5,16,11,13,10,15,17,18,11.5,15,10,21,20,10,19,18.5,15.5,15.5,13.5,15,14.5,16.5,17,21,20,14,12.5,10.5,13,10.5,19,10,18,14,16.5,17.5,21,20,19,19.5,14.5,19,14.5,11,16.5,17.5,19,14,21,20,11,14.5,16,14.5,12.5,18,16.5,16.5,10.5,18.5,11,10,13,11.5,17.5,16,18.5,14.5,17.5,17.5,10.5,12,14.5,13.5,12,10.5,12,15,14,16.5,10.5,11,11.5,19.5,19,10,17.5,18.5,15.5,13,19.5,12,16.5,16.5,18.5,10,15,14,18.5,18.5,17,18,16.5,18.5,11,14.5,16,13,11,13.5,18,11.5,13,17.5,18.5,19.5,10.5,19.5,12,15.5,15.5,17.5,14.5,14.5,11,11.5,16,13,13,14,10.5,19,18,15.5
Ch149,16.5,10.5,17,13.5,10,16.5,14.5,14,10,17.5,11.5,11,12,17.5,18,13,12.5,14.5,12,13.5,13,14,21,20,14.5,19,19,11,16,19,13.5,18,18,16,21,20,18.5,19.5,19,11.5,19,15,16,19.5,16.5,10,10.5,21,20,12.5,12.5,15,16,18.5,15.5,12,14.5,19,10.5,21,20,16.5,15.5,18.5,11.5,17,11.5,13.5,19,18,14.5,16.5,14,18.5,14.5,11.5,15.5,16,19,13.5,10.5,12.5,12,16.5,18.5,14.5,11,14,13,12,15.5,11.5,18.5,10.5,14.5,12.5,16.5,15.5,11.5,10.5,17.5,13.5,18.5,14,17,15.5,13,18,14,11.5,14.5,11.5,11,18,14.5,16.5,11.5,10.5,13,16.5,12,10.5,15.5,11,11,15.5,12,10,13.5,12.5,10.5,11.5,16.5,12,15.5,19.5,19.5,14,13.5,12,17,14.5,12,12,14
Ch153,17.5,15.5,12,12.5,13,14,10,12,14.5,10,10.5,18,12,14,17.5,15.5,16,19.5,16.5,11.5,15.5,17.5,21,20,10.5,18,18.5,19,11,19.5,16.5,11,18.5,11.5,21,20,14,19.5,17.5,11,14,19,19.5,10,13.5,18,16,21,20,13.5,12.5,17,13.5,18,15,13,18,10.5,17,21,20,11.5,17.5,13,18.5,16.5,15,11,14,11.5,13,18.5,17,17,17.5,19.5,19.5,17,11.5,14,12,11,11,19.5,13,15,16,13,14,17.5,18.5,17.5,14.5,16,11.5,13.5,12,16,19,14,19,15,16.5,10,19.5,10.5,12,10,17.5,18,17.5,18.5,15.5,19,14.5,16,15.5,19.5,12.5,14,16.5,15,17,10,13.5,14.5,14,10,15.5,13.5,18.5,14.5,19.5,13.5,11,16,12,19,10.5,17.5,13.5,11,13.5,16.5,17
Ch157,17,19.5,12.5,13.5,18,11,14.5,17.5,19.5,13,11.5,17.5,15.5,11,15,10,17.5,12,10.5,16.5,14,14.5,21,20,10,10.5,14,12,17.5,12.5,17.5,13.5,19.5,19,21,20,19.5,10,12.5,10.5,11,17,16.5,12.5,11,18.5,18,21,20,15,16,10.5,11,12.5,14,17,19.5,11.5,18,21,20,12.5,12.5,12.5,11,14.5,15,12,19,13.5,12.5,11,15.5,14,19.5,16.5,17,19.5,18,10,15,15,12.5,19.5,18.5,10.5,18,16,10.5,16.5,12,15.5,12.5,16.5,15,10.5,11.5,16,10.5,13,11,11.5,15,15,19,18.5,11,10.5,10.5,11,14.5,17.5,17,12,10,16,10.5,14.5,14.5,16.5,19.5,12,13,10,19,13.5,12,10.5,14,13,11.5,16.5,16,15.5,13,12,11.5,16,15.5,16.5,18,19.5,15,11,17.5
Ch161,18,12.5,11.5,17.5,10.5,10.5,13.5,17.5,10.5,12,13.5,14,10.5,10.5,11.5,14.5,13.5,15.5,10,11,10,14,21,20,17,19,10,12,18.5,17,14,14.5,15,16.5,21,20,10,11.5,17,14.5,18,17,11,19,19.5,15,16,21,20,13,11.5,17.5,13.5,19,13.5,10.5,17,19.5,13.5,21,20,15.5,12,11.5,15.5,15.5,17.5,15,12,11,15.5,10,17.5,14,12,14,17,18.5,13.5,17,13,16.5,13,14.5,10,13,10.5,12.5,18,18,18.5,19,13.5,19,19.5,19,14.5,14,15,19.5,17,10,15,10,13,16.5,12,13,12,10.5,14,14.5,19,11.5,10,13.5,12.5,10,10,19,11,15.5,18,16.5,11.5,11,16,16,11.5,17.5,16.5,11,17,10,16.5,15.5,15,11,11.5,19.5,15,11.5,15.5,10.5,15
Ch165,11.5,18,17.5,12,13,10,13,18.5,17.5,15,18.5,18.5,17.5,16.5,19,17,10.5,19,17.5,11.5,19.5,12,21,20,14.5,18,16,18,19.5,17.5,17,15,13,16,21,20,14,12,19,19,14.5,16.5,17.5,14.5,17.5,18.5,10,21,20,10.5,12,10,15.5,14,15.5,10,10.5,14.5,13.5,21,20,13,18,13.5,10,15,19.5,10,16.5,13,13.5,17,11.5,11,13,16.5,18.5,15.5,16,18.5,11.5,10.5,12,10,15.5,14,18,14.5,11.5,11.5,18.5,16.5,17,14,10,15,19,17,17,16,12,12,19,14,13,16.5,19,13,19.5,12.5,14,18.5,13,15,11,11.5,11,12,18,12.5,14,14.5,16,13,19.5,13.5,14,16,17.5,19,16.5,14.5,11,10,19.5,13.5,14,12,17,12.5,16,15.5,10.5,17,19.5
Ch169,11,12,17,14.5,18,15.5,10.5,18.5,13.5,19,19,18.5,17.5,18.5,17,16,12.5,12.5,12,13.5,10.5,14.5,21,20,17,16.5,18,13,19,19,18.5,17,12.5,14.5,21,20,12.5,16.5,17.5,10.5,11,19.5,12,16,16.5,18.5,19,21,20,17,14,15,13,11,18.5,14.5,14.5,15.5,13,21,20,12.5,12.5,18.5,11.5,14.5,19.5,18.5,13,13.5,10,19.5,14.5,19.5,18.5,19.5,16,18,13.5,16,19,16.5,13.5,16.5,12,10.5,13.5,17.5,17.5,18.5,19.5,13,16.5,14.5,10.5,13.5,18,14.5,13.5,13,12,19,16,10.5,19,13.5,15,16,12.5,10.5,11,18,16.5,14,16,15.5,12,17.5,11,11,10,19.5,17,12,10.5,18,15,16.5,16.5,14.5,17.5,18,13,14,19,17,13.5,13,16.5,17.5,14,14,12.5,14.5,12
Ch173,11.5,10.5,19.5,11.5,11.5,16,17,19.5,13,16.5,11,15,11,12.5,11,12.5,14,10.5,10,12,15,19.5,21,20,13,15,16,17.5,16,18.5,10.5,19,18,15,21,20,19.5,17.5,16.5,13.5,12,18.5,12,14,14.5,10.5,16,21,20,15.5,12,14.5,11.5,19,15,17,15.5,19,10,21,20,19,12,19.5,10,18,12.5,19.5,13,16.5,17.5,12.5,19,14.5,13,15.5,16.5,19.5,18.5,18,19.5,10,13,18,10.5,12,13.5,11,15,16.5,15.5,16.5,11.5,16,14.5,17.5,14,17,16.5,12.5,12.5,17.5,18.5,11,15.5,10,10,13.5,17.5,11,14,17.5,13.5,10,13,12.5,19.5,10,12.5,18.5,10.5,17.5,17.5,14,11.5,13.5,10,14.5,12.5,15.5,16.5,10,19,12.5,14.5,15.5,12,15,17.5,18,16,17,15.5,18.5,15
